chem_code,chem_name
1698,Polyoxyethylene Polyoxypropylene
3754,Polyoxy(Ethylene) Polyoxy(Propylene) Mono(Di-Sec-Butylphenyl) Ether
3756,Polyoxyethylene Polyoxypropylene Phosphate
5868,Poly(Oxyethylene) Poly(Oxypropylene) Glycol Monoallyl Ether
2812,Polyoxyethylene Polyoxypropylene Monobutyl Ether
3758,Polyoxyethylene P-Tert-Butyl Phenol-Formaldehyde Resin
3760,Polyoxyethylene Sorbitol
1178,"Polyoxyethylene Sorbitol, Mixed Ether Ester"
958,Polyoxyethylene Sorbitol Oleate-Laurate
5873,Polyoxyethylene Sorbitan Mixed Fatty Acid Esters
2813,Polyoxyethylene Sorbitan Monolaurate
1503,Polyoxyethylene Sorbitan Monooleate
3336,Polyoxyethylene Sorbitan Monopalmitate
3759,Polyoxyethylene Sorbitan Monostearate
3337,Polyoxyethylene Sorbitan Monotallate
2814,Polyoxyethylene Sorbitan Trioleate
3761,Polyoxyethylene Sorbitol Hexaoleate
3762,Polyoxyethylene Sorbitol Penta Tall Oil Ester (40 Moles)
3764,Polyoxyethylene Sorbitol Tetraoleate
3339,Polyoxyethylene (5) Soya Amine
3338,Polyoxyethylene Soybean Oil Fatty Acid Ester
2815,Polyoxyethylene Stearyl Ether
3734,Polyoxyethylene Tall Oil Fatty Acid Ester
6118,Polyoxyethylene (6) Tridecyl Alcohol
2818,Polyquaternium-6
1828,"Poly Propoxy Poly Ethoxy Ethanol, I2 Complex"
2347,Polypropylene
3011,Polypropylene Glycol
2112,Polysaccharide Polymer
5718,Polysiloxane
3768,Polysorbate 65
3342,Polystyrene
3769,Polytrimethyl Vinyl Benzyl Ammonium Chloride
3770,Polyurethane
2819,Polyvinyl Alcohol
5970,Vinyl Alcohol - Vinyl Acetate Copolymer
2820,Polyvinyl Butyral Resin
2821,Polyvinyl Chloride
1466,Polyvinyl Pyrrolidone
1611,Polyvinyl Pyrrolidone - Iodine Complex
2823,Polyvis O-Sh
6198,Porcine Zona Pellucida (Zp3)
6199,"Porcine Zona Pellucida (Zp1, Zp2, Zp4)"
496,Potash Fish Soap
1596,Potash Soap
866,Potassium Abeitate
3343,Potassium Acetate
3344,Potassium Aluminum Silicate
3345,Potassium Aluminum Sulfate
5037,Potassium Bicarbonate
1860,Potassium Bisulfate
1090,Potassium Bromide
1538,Potassium Para-Tert-Butylphenate
1620,Potassium Carbonate
3346,Potassium-6-Carboxy-4-Hexyl-2-Cyclohexene-1-Octanoate
3347,Potassium Chlorate
700,Potassium Chromate
497,Potassium Cyanate
1542,Potassium Ortho-Cyclopentyl-Para-Chlorophenate
1650,"Potassium 1,3-Dichloro-2,4,6-Trioxo Hexahydro-S-Triazine"
2167,Potassium Dichromate
1934,Potassium Dimethyl Dithio Carbamate
1027,Potassium Dodecylbenzene Sulfonate
3771,Potassium N-Coco-N-Hydroxyethylamino-3-Ethoxy Propane Sulfate
3528,Potassium 2-Ethylhexanoate
3354,Potassium N-Ethylperfluorooctanesulfonamide Acetate
1677,Potassium Ethyl Xanthate
3831,Potassium Gluconate
1306,Potassium Hydroxide
3352,Potassium 3-(2-(2-((2-(2-Hydroxy Ethyl) Ethyl) Octadecyl Amino)Ethoxy) Propionate
1824,See Chem Code 970
5979,Potassium Hypochlorite
1003,Potassium Iodide
901,Potassium Laurate
90901,"Potassium Laurate, Other Related"
2825,Potassium Laurate And Myristate Soaps
3353,Potassium Lauryl Sulfate
1245,Potassium Lysalbinate
970,Potassium N-Methyldithiocarbamate
902,Potassium Myristate
726,Potassium Nitrate
3356,Potassium Nitrite
498,Potassium Permanganate
1028,Potassium Peroxydisulfate
1859,Potassium Peroxymonosulfate
3359,"Potassium Phosphate, Dibasic"
5766,Potassium Phosphite
1764,Potassium Resinate
912,Potassium Ricinoleate
6071,Potassium Salt Of Hop Beta Acids
2826,Potassium Silicate
903,Potassium Soap Of Coconut Fatty Acids
1409,Potassium Soap Of Tall Oil Fatty Acids
1132,Potassium Sorbate
3361,Potassium Stearate
3362,Potassium Sulfate
3364,Potassium Sulfite
3363,Potassium Sulforicinoleate
3365,Potassium Tetraborate
1439,Potassium Toluene Sulfonate
5066,Potassium Triiodide
904,Potassium Xylenesulfonate
3772,Potatoes
3773,Poultry Feed
3985,Prallethrin
5103,Primisulfuron-Methyl
3368,Procaine Hydrochloride
6100,Prochloraz
2241,Procymidone
2236,Prodiamine
92236,"Prodiamine, Other Related"
2042,Profenofos
1485,Proflavine Dihydrochloride
1897,Profluralin
91897,"Profluralin, Other Related"
5497,Prohexadione Calcium
6133,Prohydrojasmon
4092,Promecarb
499,Prometon
502,Prometryn
511,Propachlor
2147,Propamocarb
4022,Propamocarb Hydrochloride
2832,Propane
1699,"1,3-Propanediol"
3925,"1,2,3-Propane Tricarboxylic Acid, 2-Hydroxy, Trilithium Salt"
2833,"1,2,3-Propanetriol, Homopolymer, (Z)-9-Octadecenoate"
3369,"1,3-Propane Diamine Dodecyl Benzene Sulfonate"
503,Propanil
3917,"2-Propanol, 1-Amino"
445,Propargite
504,Propazine
2834,Propellant A-46
2835,Propellant A-70
2836,Propellant A-91
3887,Propellant B-46
2122,Propetamphos
339,Propham
2276,Propiconazole
505,Propionic Acid
3774,Propofol
62,Propoxur
90062,"Propoxur, Other Related"
5876,Propoxycarbazone-Sodium
2837,N-Propoxy Propanol
1603,N-Propyl Alcohol
3371,Propyl Amine Nitrite
2838,Propylene
507,Propylene Glycol
3775,Propylene Glycol Alginate
2839,Propylene Glycol Dicaprylate/Dicaprate
998,"Propylene Glycol, Methyl Ether"
5856,Propyleneglycol Monolaurate
1366,"Propylene Glycol, Monomalic Ester"
2840,Propylene Glycol Monomethyl Ether Acetate
3906,Propylene Glycol Polyethylene Glycol-1-Hexadecyl Ether Acetate
3776,Propylene Glycol Tall Oil Ester
3373,Propylene Ethylene Thioester
508,Propylene Oxide
438,N-Propyl Isome
2841,Propyl 4-Hydroxybenzoate
694,Propyzamide
4093,Propyzamide Metabolite
1928,Prosulfalin
5115,Prosulfuron
6141,Protein Extracted From Plants Of The Genus Lupinus
4094,Prothiofos
6005,Prothioconazole
5956,Pseudomonas Aureofaciens Strain Tx-1
3926,Pseudomonas Cepacia Type Wisconsin
5182,Pseudomonas Chlororaphis
6013,Pseudomonas Fluorescens Cl 145a Strain Toxins
2842,"Pseudomonas Fluorescens, Strain A506"
5045,"Pseudomonas Fluorescens, Strain Eg-1053"
3968,Pseudomonas Fluorescens Strain Ncib 12089
3949,Pseudomonas Fluorescens Strain 1629 Rs
3950,Pseudomonas Syringae Strain Ags31 Psedomonas Syringae Strain Ps31
3960,"Pseudomonas Syringae, Strain Esc-10"
3967,Pseudomonas Syringae Strain Esc-11
2824,"Pseudomonas Syringae, Strain 742 Rs"
5121,Puccinia Canaliculata
3777,Pumice
1935,Putrescent Whole Egg Solids
5232,Pymetrozine
5759,Pyraclostrobin
5865,Pyraflufen-Ethyl
509,Pyrazon
90509,"Pyrazon, Other Related"
510,Pyrethrins
90510,"Pyrethrins, Other Related"
1461,Pyrethrum Narc
3959,Pyridaben
5991,Pyridalyl
3939,Pyridate
1268,Pyridine
6073,Pyrifluquinazon
5864,Pyrimethanil
1916,Pyriminil
6156,Pyriofenone
4019,Pyriproxyfen
3941,Pyrithiobac
3940,Pyrithiobac-Sodium
6143,Pyroxasulfone
6030,Pyroxsulam
5924,Pythium Oligandrum Dv74
5447,Qst 713 Strain Of Dried Bacillus Subtilis
3778,Quassia
2996,Quaternium-18 Bentonite
3779,Quillaja
5104,Quinclorac
6102,"Quinclorac, Dimethylamine Salt"
1492,Quinine Hydrochloride
1341,Quinine Sulfate
3374,Quinizarin Green Ss
5953,Quinoclamine
2050,8-Quinolinol Sulfate
2843,8-Quinolinol
5787,Quinoxyfen
2226,Quizalofop-Ethyl
6062,Quizalofop-P-Ethyl
3780,Raisins
2844,R 23 979 Imazalil Base
2845,Reax 88b
5932,Red Cabbage Color
3781,Red Cedar Chips
1094,"Red Pepper, Ground"
514,Red Squill
2119,Resmethrin
92119,"Resmethrin, Other Related"
3375,Resorcinol
5823,Reynoutria Sachalinensis
6173,Rhamnolipid Biosurfactant
2846,Rhodamine B
3783,Rice
3784,Rice Hulls
3835,Rimsulfuron
517,Ronnel
2331,Rosemary
5450,Rosemary Oil
3785,Rosin
3786,"Rosin, Partially Dimerized"
3787,"Rosin, Partially Hydrogenated"
4095,Rotenolone
518,Rotenone
90518,"Rotenone, Other Related"
3788,Rubber
520,Ryanodine Alkaloid
3789,Rye Flour
521,Sabadilla Alkaloids
2280,Saccharin
2317,"Saccharin, Ammonium Salt"
2318,"Saccharin, Sodium Salt"
1510,Safflower Oil
5977,Saflufenacil
3376,Safrole
450,Salicylanilide
1170,Salicylic Acid
6052,"Salicylic Acid, Sodium Salt"
1365,Salicylic And Benzoic Esters Of Propylene Glycol
1470,Santonin
5033,Saponin
6140,Sarmentine
2847,Sase
1316,Sawdust
6007,Sclerotinia Minor Strain Imi 3144141
5178,Scopolamine Hydrobromide Trihydrate
3792,Scratch Feed
3793,Seaweed
2848,Se 1000 Pvc Resin
2849,Secbumeton
6116,Sedaxane
2850,Senbuconazole
1221,Sesame Oil
2177,Sethoxydim
3378,Shellac
3794,Shale
3795,Shampoo Base
603,Siduron
529,Silica Aerogel
2851,"Silica, Crystalline-Fused"
2852,"Silica, Crystalline-Quartz"
3557,Silica Gel
2853,Silica Hydrate
3556,Silicic Acid
3796,Silicone
1917,Silicone Defoamer
6081,Silica Filled Polydimethylsiloxane
2854,Silicone Mold Release Agent Sm 2140
2855,Silkworm Pupae
2324,Silver Chloride
1556,"Silver Iodide, Colloidal"
5150,"Silver, Ionic"
2856,Silver Nitrate
5765,Silver Sodium Hydrogen Zirconium Phosphate
530,Silvex
828,"Silvex, Butoxyethanol Ester"
1832,"Silvex, Butoxypropyl Ester"
1902,"Silvex, Dimethylamine Salt"
1261,"Silvex, 2-Ethylhexyl Ester"
829,"Silvex, Isooctyl Ester"
1323,"Silvex, Potassium Salt"
349,"Silvex, Propylene Glycol Butyl Ether Ester"
296,"Silvex, Triethanolamine Salt"
1357,"Silvex, Triethylamine Salt"
531,Simazine
3532,Simetone
4097,Simetryn
772,Soap
3797,Soapstone
2858,Sodium
3381,Sodium Acid Pyrophosphate
3382,Sodium Aluminate
1206,Sodium Alkylaryl Sulfonate
2859,Sodium Alkyl Naphthalene Sulfonate
1568,Sodium N-Alkyl-N-Palmitoyl Taurate-Iodine Complex
3383,Sodium Aluminum Phosphate
283,Sodium Arsenate
534,Sodium Arsenite
3384,Sodium Ascorbate
974,Sodium Benzene Sulfonate
535,Sodium Benzoate
1134,Sodium Bicarbonate
3980,Sodium Bichromate Dihydrate
905,Sodium Bisulfate
6120,Sodium Bisulfite
3386,Sodium Bis(Tridecyl) Sulfosuccinate
3387,Sodium Borohydride
1103,Sodium Bromide
6031,"Sodium Bromosulfamate, Sodium Chlorosulfamate, Potassium Bromosulfamate, Potassium Chlorosulfamate"
2860,Sodium Butyl Naphthalene Sulfonate
1540,Sodium Para-Tert-Butylphenate
1673,Sodium Cacodylate
3388,Sodium Caprylate
854,Sodium Carbonate
5785,Sodium Carbonate Peroxyhydrate
3390,Sodium Cetyl Sulfate
3389,Sodium Caseinate
536,Sodium Chlorate
721,Sodium Chloride
2148,Sodium Chlorite
773,Sodium Chlorophenates
1241,Sodium Chromate
1634,Sodium Citrate
688,Sodium Cyanide
2089,Sodium N-Cyclohexyl-N-Palmitoyl Taurate - Iodine Complex
3394,Sodium Decyl Benzene Sulfonate
5866,Sodium Decyl Sulfate
1373,Sodium Di (1-Alkenyl) Phenoxy Benzene Disulfonate
3555,Sodium Dibutyl Naphthalene Sulfonate
205,Sodium Dichloro-S-Triazinetrione
1818,Sodium Dichloro-S-Triazinetrione Dihydrate
3395,Sodium Dichromate
3396,Sodium Dihexyl Sulfosuccinate
1022,Sodium Dihydrogen Phosphate
3397,Sodium Diisobutyl Naphthalene Sulfonate
3845,"Sodium 1,4-Diisobutyl Sulfo Succinate"
961,Sodium Diisooctylsulfosuccinate
3398,Sodium Diisopropyl Naphthalene Sulfonate
548,Sodium Dimethyl Dithio Carbamate
3399,Sodium Dimethyl Naphthalene Sulfonate
1543,Sodium Di (Monoethanolamine) Phosphate
3400,"Sodium 1,4-Dinonyl Sulfosuccinate"
2068,Sodium Dioctylsulfosuccinate
774,Sodium Dodecylbenzene Sulfonate
1569,Sodium Dodecylbenzene Sulfonate - Iodine Complex
3401,Sodium Dodecyl Diphenyl Oxide Sulfonate
3403,Sodium Dodecyl Phenoxy Benzene Disulfonate
3404,Sodium Dodeycl Polyoxyethylene Sulfate
537,Sodium Fluoride
538,Sodium Fluosilicate
3405,Sodium Formaldehyde Sulfoxylate
3406,Sodium Gluconate
3407,Sodium Heptadecyl Sulfate
5720,Sodium Hydroxymethylglycinate
1623,Sodium Hexametaphosphate
3408,Sodium Hydrosulfite
362,Sodium Hydroxide
539,Sodium Hypochlorite
3409,Sodium Hypophosphate
3410,Sodium Hypophosphite
3411,Sodium Isopropyl Naphthalene Sulfonate
5867,Sodium Lauroampho Acetate
3412,Sodium N-Lauroyl-N-Methyl Taurine
3799,Sodium Lauryl Ether Sulfate
907,Sodium Lauryl Sulfate
2861,Sodium Lignosulfonate
613,Sodium 2-Mercaptobenzothiazole
547,Sodium Metabisulfite
689,Sodium Metaborate
4012,Sodium Metaborate Octahydrate
4013,Sodium Metaborate Tetrahydrate
1840,Sodium Metasilicate
3414,Sodium Methacrylate
3415,Sodium Methyl Naphthalene Sulfonate
3416,Sodium Methyl Nonyl Naphtalene Sulfonate
3419,Sodium N-Methyl-N-Oleyl Laurate
3417,Sodium Methyl Sulfate
1761,Sodium Molybdate
1372,Sodium Mono (1-Alkenyl) Phenoxy Benzene Disulfonate
1873,Sodium Naphthalene Sulfonate
696,Sodium Nitrate
2862,Sodium Nitrite
5118,Sodium 2-Nitrophenoxide
5119,Sodium 4-Nitrophenoxide
5137,Sodium Nonanoyloxybenzene Sulfonate 
3420,Sodium N-Nonyl Diphenyl Ether Sulfonate
3421,Sodium Nonylphenyl Polyoxyethylene Sulfate (4-5 Moles)
3886,Sodium-1-Octane Sulfonate
3423,Sodium Octyl Sulfate
5843,Sodium Alpha-Olefin (C14-C16) Sulfonate
3425,Sodium Oleoyl Isethionate
3426,Sodium Oleyl Sulfate
3427,Sodium Oleyl Taurine
3428,Sodium N-Palmitoyl-N-Methyl Taurine
1541,Sodium Para-Tert-Amylphenate
1347,Sodium Pentaborate
3429,Sodium Perborate
3430,Sodium Permanganate
2336,Sodium Persulfate
3431,Sodium Petroleum Sulfonate
2164,Sodium Phenate
2863,Sodium Polyacrylate
541,Sodium Polysulfide
3434,Sodium Propionate
2144,Sodium Pyrithione
2864,Sodium Pyroarsenate
3435,Sodium Ricinoleate
3436,Sodium Salt Of Amine Lauryl Sulfate
3800,Sodium Salt Of Cresol Sulfonic Acid Condensed With Urea
3801,Sodium Salt Of N-Coco Beta Amine Butyric Acid
3437,Sodium Salt Of Oleic Acid Amide Of Protein Hydrolysate
3438,Sodium Salt Of Rosin
3439,Sodium Salt Of Sulfonated Butyl Oleate
3440,Sodium Sarcosinate
1292,Sodium Sesquicarbonate
2865,Sodium Silicate
2866,Sodium Silicoaluminate
3442,Sodium Sulfamate
3441,Sodium Stearate
1532,Sodium Sulfate
1661,"Sodium Sulfate, Diethylene Glycol Abietate"
1635,Sodium Sulfite
1204,Sodium Sulfonates
908,Sodium Sulforicinoleate
3445,Sodium Sulfosuccinate
3802,Sodium Tallow Soap
5054,Sodium Tetraborate (Anhydrous)
1808,Sodium Tetraborate (Pentahydrate)
3446,Sodium Tetradecyl Sulfate
2273,Sodium Tetrathiocarbonate
848,Sodium Thiocyanate
332,Sodium Thiosulfate
3447,Sodium Toluene Sulfonate
3448,Sodium Triisopropyl Naphthalene Sulfonate
3449,Sodium Triphenyl Benzene Sulfonate
1024,Sodium Tripolyphosphate
909,Sodium Xylene Sulfonate
2867,Solulan 98
2868,Solulan L-575
3804,"Solvent Naphtha (Petroleum), Light Aromatic"
3900,Solvent Red 49
544,Sorbic Acid
2869,Sorbitan Dioleate
2064,Sorbitan Fatty Acid Esters
3451,Sorbitan Monococoanate
2870,Sorbitan Monooleate
2871,Sorbitan Monolaurate
3452,Sorbitan Monostearate
3805,Sorbitan Sesquioleate
2872,Sorbitan Trioleate
1629,Sorbitol
5922,Sorbitol Octanoate
3904,"Sorghum, Grain"
2873,Soy Alkyd Resin
3453,Soya Ethyl Morpholinium Ethosulfate
1882,"Soybean Fatty Acids, Dimethylamine Salt"
1308,"Soybean Fatty Acids, Tert Amine Salt"
3807,Soybean Hulls
3808,Soybean Meal
2335,Soybean Oil
3809,Soy Flour
3810,Soy Protein
2874,Spd-21-768
6110,Sphagnum Moss
5946,Spinetoram
3983,Spinosad
5857,Spirodiclofen
5858,Spiromesifen
5955,Spirotetramat
6010,Spiroxamine
2875,Sponto 168
2876,Sponto Ak-30-02bt
2877,Sponto Ak31-27a
2878,Sponto Ak31-27b
2879,Sponto Ak31-38
2880,Sponto Ak31-56a
2881,Sponto Ak31-56b
3558,Sponto Ak31-56m
2882,Sponto N-140b
2883,Sponto N-300b
2884,Sponto N-500b
2885,Sponto 232t
2886,Sponto 234t
3565,Spray Dried Honey Powder
2887,Squalane
2889,Sta-Pro 3000
1821,Starch
2888,Starch-G-Poly (Acrylamide-Co-Sodium Acrylate)
3454,Stearamine Oxide
2890,Stearic Acid
2892,Stearyl Alcohol
3455,Stearyl Imidazoline
2894,Stepantan A
550,Sterilix
6036,Streptomyces Acidiscabies Strain Rl-100t Cells And Fermentation Solids
6139,Streptomyces Acidiscabies Rl-110 (Atcc 49003)
3937,Streptomyces Griseoviridis Strain K61
5891,Streptomyces Lydicus Wyec 108
6112,"Streptomyces Microflavus, Strain Aq 6121"
1217,Streptomycin
3834,Streptomycin Sulfate
553,Strobane
3456,Strontium Dodecyl Benzene Sulfonate
554,Strychnine
555,Strychnine Sulfate
3457,Styrene Acrylic Copolymer
5399,Styrene Butadiene Copolymer
3811,Styrene/Maleic Anhydride Copolymer
3812,Styrene/Pvp Copolymer
2897,Succinic Anhydride
3458,Sucrose Octaacetate
5230,Sucrose Octanoate
3459,Sudan Iii
708,Sugar
3813,Sugarbeet Meal
1645,Sulcofuron-Sodium
2215,Sulfacetamide
115,Sulfallate
1180,Sulfamethazine
1044,Sulfamic Acid
557,Sulfanilamide
775,Sulfaquinoxaline
3460,Sulfated Dipentane
1994,"Sulfated Linear Alcohol Ethoxylate, Ammonium Salt"
1867,Sulfathiazone
1489,"Sulfathiazone, Sodium Salt"
5923,Sulfentrazone
2898,Sulfide
2899,"Sulfinyl Lactic Acid, Sodium Salt"
2211,Sulfisoxazole
2314,Sulfluramid
2149,Sulfometuron-Methyl
1236,Sulfonated Alkyldiphenyl Oxide
1870,Sulfonated Castor Oil
3814,Sulfonated Cod Oil
1119,Sulfonated Cresol
2900,Sulfonated 2-Hydroxy-4-Methoxy-Benzophenone
1674,"Sulfonated Oleic Acid, Sodium Salt"
2354,"Sulfonated Tall Oil Fatty Acids, Sodium Salts"
3952,"Alpha-Sulfosuccinyl-Omega-Hydroxy Polyoxy Ethylene Alkyl(C10-16) Ether, Disodium Salt                                            "
5136,Sulfosulfuron
558,Sulfotep
90558,"Sulfotep, Other Related"
6109,Sulfoxaflor
559,Sulfoxide
90559,"Sulfoxide, Other Related"
560,Sulfur
3461,Sulfur Chloride
3462,Sulfur Dichloride
561,Sulfur Dioxide
442,Sulfuric Acid
618,Sulfuryl Fluoride
2006,Sulprofos
3815,Sunflower Seeds
2902,Sun Superior Spray Oil 7n
2903,Sure Sol 180
2904,Surflo B11
2905,Surflo B13
2906,Surflo B16
2907,Surflo B17
2908,Surflo B19
4098,Swep
2910,Synthetic Beeswax
1835,Synthetic Vegetable Gums
639,"2,4,5-T"
818,"2,4,5-T, Alkylamine Salt"
819,"2,4,5-T, Butoxyethanol Ester"
824,"2,4,5-T, Butoxypropyl Ester"
822,"2,4,5-T, Butyl Ester"
1474,"2,4,5-T, Dimethylamine Salt"
1988,"2,4,5-T, Dodecylamine Salt"
1092,"2,4,5-T, 2-Ethylhexyl Ester"
851,"2,4,5-T, Isooctyl Ester"
1097,"2,4,5-T, N-Oleyl-1,3-Propylenediamine Salt"
1989,"2,4,5-T, Tetradecylamine Salt"
850,"2,4,5-T, Triethylamine Salt"
1462,Tabu Powder
3816,Tacks
2911,Talc
2912,Tall Oil
1389,Tall Oil Fatty Acids
5880,Tall Oil Fatty Acids Diethanolamide
3463,Tall Oil Fatty Acid Soap Of N-Alkyl (C16-C18) Propyl Diamine
3817,Tall Oil Rosin
5148,Tallow
1499,Tallow Soap
2914,Tar Acid Oil
2915,Tartaric Acid
2155,Tartrazine
971,Tcmtb
2916,T-Det Dd-5
2917,T-Det N-9.5
3465,Tea Stearate
3466,Tea Sulfate
6012,Tea Tree Oil
3850,Tebuconazole
3957,Tebufenozide
1810,Tebuthiuron
2918,Tecnazene
3839,Tefluthrin
90574,"Temasept-R, Other Related"
6021,Tembotrione
1,Temephos
633,1080
2919,Tenneco 225f Pvc Resin
2920,Tenneco T500-100
2921,Tenox 2
2922,Tenox 4
2923,Tenox R
2924,Tenox S-1
3943,Tensiofix B7416
3944,Tensiofix B7453
577,Tepp
90577,"Tepp, Other Related"
532,Terbacil
3004,Terbuthylazine
51,Terbutol
2925,Terbufos
6045,Terbufos Oxon Sulfone
1691,Terbutryn
91691,"Terbutryn, Other Related"
2927,Tergitol 15-S-12 Acrylate
3467,Alpha-Terpineol
978,Terpineols
6108,"Terpineols, Mixed Isomers"
580,Terrazole
2929,Tertiary-Butylamine Pyridinethiol-1-Oxide
3468,"1,3,5,7-Tetraaza Bicyclo (3.3.1) Nonane, 3,7-Dinitroso"
3559,Tetrachloroethane
1174,Tetrachloroethylene
182,"1,3,4,6-Tetrachloroglycoluril"
90182,"1,3,4,6-Tetrachloroglycoluril, Other Related"
1675,"2,3,5,6-Tetrachloro-4-(Methylsulfonyl) Pyridine"
91675,"2,3,5,6-Tetrachloro-4-(Methylsulfonyl) Pyridine, Other Related"
777,Tetrachlorophenol
1401,"Tetrachlorophenol, Alkylamine Salt"
1455,"Tetrachlorophenol, Coconut Amine Salt"
90777,"Tetrachlorophenol, Other Related"
1753,"Tetrachlorophenol, Potassium Salt"
1725,"2,3,4,6-Tetrachlorophenol, Potassium Salt"
776,"Tetrachlorophenol, Sodium Salt"
90776,"Tetrachlorophenol, Sodium Salt, Other Related"
1898,"3,3,4,4-Tetrachloro Tetrahydrothiophene 1,1-Dioxide"
91898,"3,3,4,4-Tetrachlorotetrahydrothiophene 1,1-Dioxide, Other Related"
305,Tetrachlorvinphos
1284,Tetracaine Hydrochloride
5939,Tetraconazole
5617,"Z,E-9,12-Tetradecadien-1-Yl Acetate"
5108,(E)-Tetradecen-1-Ol
6022,Z-7-Tetradecen-2-One
5618,Z-9-Tetradecen-1-Ol
5022,E-11-Tetradecen-1-Yl Acetate
5023,Z-11-Tetradecen-1-Yl Acetate
2209,(Z)-9-Tetradecenal
5893,Tetradecylbenzenesulfonic Acid
1166,Tetradecyldimethylbenzylammonium Chloride
2930,Tetradecyl Dimethyl Benzyl Ammonium Chloride Dihydrate
3469,1-Tetradecyl Pyridinium Bromide
581,Tetradifon
2931,Tetra Ethylene Pentamine
2932,"2,3,5,6-Tetrafluoro-4-Methylbenzyl (1rs-Cis-3-Z-2-Chloro-3,3,3-Carboxylate"
3470,Tetraglycerol Oleate
1923,Tetraglycine Hydroperiodide
1802,Tetrahydro Abietylamine Acetate
2933,Tetrahydrofuran
3471,Tetrahydro Furfuryl Alcohol
582,Tetraiodo Ethylene
4035,Tetrakis (Hydroxymethyl) Phosphonium Sulfate
3819,"N,N,N1,N1-Tetrakis (2-Hydroxypropyl) Ethylene Diamine"
1578,Tetralin
1302,"Tetralin, (1,1,4,4-Tetramethyl-6-Ethyl-7-Acetyl)-1"
1695,Tetramethrin
91695,"Tetramethrin, Other Related"
3472,"1,1,2,3-Tetramethyl Butylamine Dodecyl Benzene Sulfonate"
1932,"Alpha-[Para-(1,1,3,3-Tetramethylbutyl)Phenyl]-Omega-Hydroxypoly(Oxyethylene)"
2024,"Alpha-[Para-(1,1,3,3,-Tetramethylbutyl)Phenyl]-Omega-Hydroxypoly(Oxyethylene) Phosphate Ester"
2934,"2,4,7,9-Tetramethyl-5-Decyne-4,7-Diol"
1918,Tetrapotassium Pyrophosphate
3473,Tetrasodium Dicarboxy Ethyl Stearyl Sulfosuccinate
3474,Tetrasodium Pyrophosphate
2935,Texaphor Special
3524,Tf-310
586,Thanite
90586,"Thanite, Other Related"
587,Thiabendazole
1952,"Thiabendazole, Hypophosphite Salt"
5888,Thiacloprid
5598,Thiamethoxam
3984,Thiazopyr
2936,"Thickener, Unknown"
2162,Thidiazuron
6016,Thiencarbazone-Methyl
6051,"Thiencarbazone-Methyl, Triazolidone Adduct"
2237,Thifensulfuron-Methyl
1933,Thiobencarb
2937,Thiobencarb Sulfoxide
356,Beta-Thiocyanoethyl Esters Of Mixed Fatty Acids
2202,Thiodicarb
2938,Thiofanox
2939,Thionazin
1684,Thiophanate
1696,Thiophanate-Methyl
2940,Thiourea
589,Thiram
3853,Thixatrol St
2495,Thuringiensin
2941,"Thuringiensin, Calcium Salt"
2330,Thyme
6014,Thyme Oil
991,Thymol
2942,Titanium Dioxide
3476,Titanium Sulfate
2943,T-Mulz Ao2
2944,T-Mulz 565
2945,T-Mulz O
2946,T-Mulz Pb
2947,T-Mulz Vo
2948,T-Mulz W
2949,T-Mulz 94w
3932,Tobacco
6055,Tolfenpyrad
1281,Toluene
3477,"Toluene, 2,4-Diisocyanate"
1235,Para-Toluene Sulfonic Acid
3478,O-Tolyl Biguanide
3542,Tolylfluanid
2950,Tolyl Triazole
4060,Total Chlorthal Dimethyl Metabolites
594,Toxaphene
2951,Toximul 500
3918,Toximul 850 M
2952,Toximul D
2953,Toximul H
2954,Toximul P
2955,Toximul Ta-5
4099,Tpa
5457,Tralkoxydim
2329,Tralomethrin
5965,Tralopyril
2956,Tranid
3479,Triacetin
2133,Triadimefon
2307,Triadimenol
49,Triallate
2957,Triaryl Methane
5100,Triasulfuron
5517,Triazamate
3560,"1,2,4-Triazole"
2958,Triazolyl Alanine
3543,Triazophos
2338,Tribenuron-Methyl
833,"3,4',5-Tribromosalicylanilide"
90833,"3,4',5-Tribromosalicylanilide, Other Related"
3480,Tributyl Phosphate
190,"S,S,S-Tributyl Phosphorotrithioate"
6000,Tributyl Tetradecyl Phosphonium Chloride
2097,Tributyltin Acetate
1114,Tributyltin Benzoate
1891,Tributyltin Chloride
1412,Tributyltin Chloride Complex Of Ethylene Oxide Condensate Of Abietylamine
938,"Tributyltin Chloride, Myristylamine Salt"
1030,Tributyltin Fluoride
1115,Tributyltin Isopropyl Succinate
1116,Tributyltin Linoleate
2185,Tri-N-Butyltin Maleate
2179,Tributyltin Methacrylate
1985,Tributyltin Monopropylene Glycol Maleate
1035,Tributyltin Neodecanoate
569,Tributyltin Oxide
1732,Tributyltin Resinate
88,Trichlorfon
542,"Trichloroacetic Acid, Sodium Salt"
1619,Trichlorobenzene
600,"1,2,4-Trichlorobenzene"
800,"2,3,6-Trichlorobenzoic Acid, Dimethylamine Salt"
90800,"2,3,6-Tichlorobenzoic Acid, Dimethylamine Salt, Other Related"
138,"1,1,1-Trichloroethane"
1425,"1,1,2-Trichloroethane"
595,Trichloro Ethylene
1460,Trichlorofluoromethane
407,Trichloro-S-Triazinetrione
1023,Trichloromelamine
5001,Trichloronate
1382,"2,4,5-Trichlorophenol"
1050,"2,4,5-Trichlorophenol, Potassium Salt"
